Adresse	CP	Ville	Photo	Téléphone	Horaires
2 Bis av St Roch	,38000	,GRENOBLE	,<img src="img/images/boutiques/boutique_grenoble.jpg"  width="250" height="150" usemap="#carteMenu"/>	,04 76 54 33 47 ,	Du mardi au samedi de 8h30 à 19h30 (sans interruption) et le dimanche matin de 9h à 12h30.,Adresse,	CP	,Ville	,Photo	,Téléphone,	Horaires
