Adresse	CP	Ville	Photo	Téléphone	Horaires
35 rue Jean Pierre Veyrat,	73000,	CHAMBERY,<img src="img/images/boutiques/boutique_chambery.jpg" width="250" height="150" usemap="#carteMenu"/>,	04 79 85 19 96 	,Du mardi au samedi de 8h30 à 19h30 (sans interruption) et le dimanche matin de 9h à 12h30.,Adresse	,CP,Ville,Photo,Téléphone,Horaires,
