Adresse	,CP,	Ville,	Photo,	T�l�phone	,Horaires
46 av Genieve,74000,	ANNECY,<img src="img/images/boutiques/boutique_annecy.jpg" width="250" height="150" usemap="#carteMenu"/>,	04 50 57 01 13 ,	Du mardi au samedi de 9 à 12h30 et de 14h30 à 19h30 et le dimanche de 9h à 12h30,Adresse,CP,Ville,Photo,Téléphone,Horaires, 
