Adresse	CP	Ville	Photo	Téléphone	Horaires
11 bis rue Saint-Esprit ,	63000,	CLERMONT FERRAND,<img src="img/images/boutiques/boutique_clermont.jpeg" width="250" height="150" usemap="#carteMenu"/>,	09 83 70 11 98, 	Du mardi au samedi de 10h à 12h30 et de 13h30 à 19h00.,Adresse	,CP	,Ville	,Photo,	Téléphone,	Horaires 
